bug_report_url,bug_report_url_redirected,bug_report_title,created_at,status,closure_reason,n_bugs_covered,programming_language,is_anonymously_reported,has_repro_steps,test_present,fix_entity_type,fix_commit_pr_sha,n_files_changed_in_fix,fix_component,is_fail_stop,comment_count,issue_participants_count,closed_at,issue_description_length_chars,issue_first_comment_at,pr_head_commit_sha,pr_commit_count,pr_has_commit_id,pr_review_submission_count,pr_review_rounds_estimate
https://github.com/xtoolbox/TeenyUSB/pull/29,https://github.com/xtoolbox/TeenyUSB/pull/29,check return value of malloc() for null,2023-05-25T20:35:32Z,open,Still Open,1,C,False,False,,,,,core/production code,False,0,,,,,5ef547326f6dcc99fecde30a9f52af5adf2ed2ec,1,True,0,0
https://github.com/moby/swarmkit/issues/3185,https://github.com/moby/swarmkit/issues/3185,A goroutine leak in manager/state/raft/transport/transport_test.go,2024-10-28T08:12:10Z,open,Still Open,1,Go,True,True,,,,,test code,False,0,1,,3078,,,,,,
https://bugzilla.nasm.us/show_bug.cgi?id=3392711,https://bugzilla.nasm.us/show_bug.cgi?id=3392711,A heap-buffer-overflow in preproc.c:410:10 causes segment fault,2020-08-02T20:13:00Z,closed,Fixed,1,C,False,True,False,commit,7c88289e222dc5ef9f53f9e86ecaab1924744b88,1,,True,,,,,,,,,,
https://github.com/marcobambini/gravity/issues/321,https://github.com/marcobambini/gravity/issues/321,A Segmentation fault in gravity_ircode.c,2020-08-30T16:46:44Z,closed,Fixed,1,C,False,True,True,commit,115ee00eea6856576a59bf062be207ea8c9876b8,13,core/production code; test code,True,1,2,2020-08-31T08:20:39Z,3009,2020-08-31T08:20:39Z,,,,,
https://github.com/apache/nuttx/pull/9607,https://github.com/apache/nuttx/pull/9607,arch/arm/imxrt: Fix implicit function declaration,2023-06-25T03:13:12Z,closed,Fixed,1,C,False,False,False,pr,cbe4edd479c02479a44d8bec79a4df436d2b1365,2,core/production code,False,1,,2023-06-25T14:29:42Z,,,1f3ec8245ef552dd59172b94177c819255522c29,1,True,1,1
https://github.com/symisc/sod/pull/36,https://github.com/symisc/sod/pull/36,Fix unbounded write of sscanf(),2023-05-15T19:19:53Z,closed,Fixed,1,C,False,False,False,commit,504c0d3f2e4290d8faa460bb90f58ddafa45b6d2,1,core/production code,False,1,,2023-05-16T00:31:11Z,,,d7444aaa5863df951089d43be4a969e35201e209,1,True,0,0
https://github.com/swftools/swftools/issues/119,https://github.com/swftools/swftools/issues/119,A heap-buffer-overflow in swfaction.c:240,2020-08-05T07:17:22Z,open,Still Open,1,C,False,False,,,,,core/production code,True,0,1,,2651,,,,,,
https://github.com/kanaka/wac/issues/20,https://github.com/kanaka/wac/issues/20,DoS in wace,2024-03-07T17:38:49Z,open,Still Open,1,C,True,True,,,,,don't know,Don't know,0,1,,190,,,,,,
https://github.com/darkrpc/dark-std/issues/2,https://github.com/darkrpc/dark-std/issues/2,Unsoundly mark `SyncVec::get_unchecked` as safe,2024-07-07T09:16:13Z,closed,Fixed,1,Rust,False,False,False,commit,7ff8be710511f2d64ecc4e0afd9bd57520e0708b,1,core/production code,False,1,2,2024-07-07T09:24:50Z,290,2024-07-07T09:32:21Z,,,,,
https://github.com/mmp/pbrt-v3/issues/296,https://github.com/mmp/pbrt-v3/issues/296,A stack-buffer-overflow in paramset.h:56 with default test case,2020-08-04T08:57:10Z,open,Still Open,1,C++,False,False,,,,,core/production code,True,0,1,,6616,,,,,,
https://bugs.mysql.com/bug.php?id=114778,https://bugs.mysql.com/bug.php?id=114778,MySQL Bugs: #114778: lost connection in MySQL NDB cluster,2024-04-25T08:01:00Z,can't repeat,Cannot Reproduce,1,C++,False,,False,,,0,,,,,,,,,,,,
https://lore.kernel.org/lkml/CALf2hKsJjDY3OhtMCxhHh7rS=2S4Oq9Ns=t-NFq1MPD=f0K02Q@mail.gmail.com,https://lore.kernel.org/lkml/CALf2hKsJjDY3OhtMCxhHh7rS=2S4Oq9Ns=t-NFq1MPD=f0K02Q@mail.gmail.com,A bug was found in Linux Kernel 6.6+: KASAN: slab-use-after-free in iommufd_test (with POC),2023-12-27T09:02:00Z,closed,Fixed,1,C,False,,,,,,,,,,,,,,,,,
https://github.com/paladin-t/my_basic/pull/97,https://github.com/paladin-t/my_basic/pull/97,Fixed incorrect operator precedence,2024-03-25T04:31:00Z,closed,Fixed,1,C,False,False,False,pr,0326331ad0c2b84c50bd3192edadeb0973a692fb,1,core/production code,False,0,,2024-03-26T08:43:05Z,,,42d38acb19ff2ff1ec9b0bf3c103d3a54dbb8273,1,True,0,0
https://github.com/zlgopen/awtk/issues/828,https://github.com/zlgopen/awtk/issues/828,Duplicate assignment in tests/object_date_time_test.cc,2023-04-25T02:49:02Z,closed,Fixed,1,C++,False,False,True,commit,8769c0546605087f83dcbd2337ee81918294e602,2,test code,False,2,2,2023-04-27T01:55:06Z,276,2023-04-26T12:46:27Z,,,,,
https://github.com/thorfdbg/libjpeg/issues/37,https://github.com/thorfdbg/libjpeg/issues/37,Segmentation fault in sampleinterleavedlsscan.cpp:133,2020-08-04T12:51:56Z,closed,Fixed,1,C++,False,True,False,commit,c2e69f4d3950795cd2321b791f5c7693ce5ae7ad,0,core/production code,True,3,3,2020-08-29T07:27:37Z,1310,2020-08-29T07:27:37Z,,,,,
https://github.com/matthiaskramm/swftools/issues/137,https://github.com/swftools/swftools/issues/137,A Segmentation fault in abc.c:58,2020-08-06T05:47:16Z,open,Still Open,1,C,False,True,,,,,core/production code,True,0,1,,1128,,,,,,
https://github.com/beagleboard/librobotcontrol/pull/222,https://github.com/beagleboard/librobotcontrol/pull/222,Check return value of fscanf(),2023-05-30T17:47:48Z,open,Still Open,1,C,False,False,,,,,core/production code,False,0,,,,,24a7735228161557dc05b229f9b9aa52de0de786,1,True,0,0
https://github.com/moby/moby/issues/49717,https://github.com/moby/moby/issues/49717,A potential goroutine leak in daemon/logger/ring_test.go,2025-03-31T08:41:44Z,closed,Fixed,1,Go,True,True,False,pr,365a64aef2f4f0341fd9cf29b1e1b6c747d0ccb5,0,test code,False,1,4,2026-01-19T15:15:52Z,1605,2026-01-15T16:41:43Z,,,,,
https://github.com/Lekensteyn/dmg2img/issues/10,https://github.com/Lekensteyn/dmg2img/issues/10,A Segmentation fault in adc.c:66,2020-08-01T13:19:08Z,open,Still Open,1,C,False,True,,,,,core/production code,True,0,1,,2734,,,,,,
https://github.com/LibVNC/libvncserver/pull/582,https://github.com/LibVNC/libvncserver/pull/582,Check that calls to 'sscanf' actually writes to output variables,2023-05-19T23:19:05Z,closed,Fixed,5,C,False,False,True,pr,d9ba9031f27c6ff8995b13cf8b426c13cb0c1f54,3,core/production code; test code,False,0,,2023-05-20T09:55:43Z,,,d9ba9031f27c6ff8995b13cf8b426c13cb0c1f54,1,True,0,0
https://forums.developer.nvidia.com/t/cuda-math-library-possible-overflow-exceptions/301694/3,https://forums.developer.nvidia.com/t/cuda-math-library-possible-overflow-exceptions/301694/3,CUDA Math Library- Possible Overflow Exceptions? - #3 by shemalrathnasuriya - GPU-Accelerated Libraries - NVIDIA Developer Forums,2024-07-31T00:39:42Z,open,Still Open,7,C,False,,,,,,,,,,,,,,,,,
https://sourceforge.net/p/advancemame/bugs/284/,https://sourceforge.net/p/advancemame/bugs/284/,#284 A heap-buffer-overflow in png.c:277:21,2020-08-03T00:00:00Z,open,Still Open,1,C,False,,,,,,,,,,,,,,,,,
https://github.com/fortra/impacket/issues/1820,https://github.com/fortra/impacket/issues/1820,"DHCP: struct.error: ('unpack requires a buffer of 4 bytes', ""When unpacking field 'options | _ | b''[:0]'"")",2024-09-30T01:09:18Z,closed,Cannot Reproduce,1,Python,False,True,False,,,0,core/production code,True,3,3,2025-01-15T21:23:32Z,2304,2024-12-12T05:53:05Z,,,,,
https://github.com/illiliti/libudev-zero/pull/57,https://github.com/illiliti/libudev-zero/pull/57,udev_device.c: fix TOCTOU race condition,2023-06-08T03:20:39Z,closed,Fixed,2,C,False,False,False,pr,00928cf1117602517fd9589c06a5a5d8b326d77c,1,core/production code,False,2,,2023-12-05T08:41:24Z,,,00928cf1117602517fd9589c06a5a5d8b326d77c,1,True,0,0
https://github.com/LibreDWG/libredwg/issues/255,https://github.com/LibreDWG/libredwg/issues/255,A heap buffer overflow in bit_wcs2len at bits.c:1634,2020-07-31T12:13:06Z,closed,Fixed,1,C,False,True,False,commit,dac8fcc4be1007ccf4412ae5e90303e335fdb412,5,core/production code,True,1,2,2020-08-01T09:34:29Z,3320,2020-07-31T19:39:35Z,,,,,
https://github.com/swftools/swftools/issues/111,https://github.com/swftools/swftools/issues/111,A heap-buffer-overflow in swfaction.c:470,2020-08-05T06:52:21Z,open,Still Open,1,C,False,False,,,,,core/production code,True,0,1,,2546,,,,,,
https://github.com/wasm3/wasm3/issues/464,https://github.com/wasm3/wasm3/issues/464,Program(wasm3) DoS,2024-02-19T16:18:26Z,closed,Cannot Reproduce,1,C,True,True,False,,,0,core/production code,False,1,3,2024-08-02T23:31:03Z,266,2024-05-31T17:37:03Z,,,,,
https://github.com/wolkykim/qlibc/pull/101,https://github.com/wolkykim/qlibc/pull/101,Fix use after free when handling error in opening log file,2023-06-05T18:51:34Z,closed,Fixed,1,C,False,False,False,pr,6db37023044c0a4c4fbd50448eaef6b58d250af6,1,core/production code,False,1,,2023-07-08T20:07:32Z,,,fb17ddcb626d4457a8515b0f936cfd8767548d6e,1,True,0,0
https://github.com/axiomatic-systems/Bento4/issues/546,https://github.com/axiomatic-systems/Bento4/issues/546,A Segmentation fault in Ap4StszAtom.cpp:122:39,2020-08-22T01:49:29Z,open,Still Open,1,C++,False,True,,,,,,True,,,,,,,,,,
https://github.com/swftools/swftools/issues/98,https://github.com/swftools/swftools/issues/98,A Segmentation fault in xpdf/Stream.cc:598,2020-08-01T02:04:36Z,open,Still Open,1,C++,False,True,,,,,core/production code,True,0,1,,33281,,,,,,
https://github.com/paramiko/paramiko/issues/2388,https://github.com/paramiko/paramiko/issues/2388,[Question] - <Changing default use of SHA-1 for new standards>,2024-04-24T07:03:27Z,open,Still Open,1,Python,False,False,,,,,core/production code,False,1,2,,566,2025-01-23T09:09:17Z,,,,,
https://github.com/matthiaskramm/swftools/issues/132,https://github.com/swftools/swftools/issues/132,A Segmentation fault in abc.c:91,2020-08-06T05:30:23Z,open,Still Open,1,C,False,True,,,,,core/production code,True,0,1,,1009,,,,,,
https://github.com/zlgopen/awtk/issues/827,https://github.com/zlgopen/awtk/issues/827,Offset used before range check,2023-04-25T02:38:27Z,closed,Fixed,1,C++,False,False,False,commit,628f273752d68fbba572ab3a4fa15893cc3334fc,2,core/production code,False,2,2,2023-04-27T01:56:04Z,183,2023-04-26T12:53:16Z,,,,,
https://github.com/ARMmbed/mbed-os/pull/15404,https://github.com/ARMmbed/mbed-os/pull/15404,Fix potentially overrunning write of sprintf,2023-04-19T21:00:06Z,closed,Fixed,1,C++,False,False,False,pr,0ea5decbb9be9a318edf8560d3f34bfd1bd6c78e,1,core/production code,True,3,,2023-04-26T15:48:49Z,,,c958d1d5b91aeea0c7ba2378d10e8ba46e31f6a4,1,True,1,1
https://github.com/kanaka/wac/issues/19,https://github.com/kanaka/wac/issues/19,heap-buffer-overflow in setup_call,2024-03-07T17:32:59Z,open,Still Open,1,C,True,True,,,,,core/production code,True,0,1,,1504,,,,,,
https://github.com/matthiaskramm/swftools/issues/141,https://github.com/swftools/swftools/issues/141,A stack overflow in q.c:1147 causes Segmentation fault,2020-08-07T14:31:43Z,open,Still Open,1,C,False,True,,,,,core/production code,True,0,1,,14516,,,,,,
https://github.com/tio/tio/pull/232,https://github.com/tio/tio/pull/232,Check return values of sscanf(),2024-03-24T02:27:31Z,closed,Fixed,2,C,False,False,False,pr,adf2f203749f28202e9f5052861478a425857cdc,2,core/production code,False,0,,2024-03-24T10:03:51Z,,,adf2f203749f28202e9f5052861478a425857cdc,1,True,0,0
https://github.com/kanaka/wac/issues/18,https://github.com/kanaka/wac/issues/18,Multiple heap-buffer-overflow in load_module,2024-03-07T17:22:15Z,open,Still Open,1,C,True,True,,,,,core/production code,True,1,1,,1278,2024-03-07T17:47:14Z,,,,,
https://github.com/Grasscutters/Grasscutter/issues/2510,https://github.com/Grasscutters/Grasscutter/issues/2510,Hardcoded ENCRYPT_SEED,2024-05-14T02:59:17Z,closed,Won't Fix,1,Java,False,False,False,,,0,core/production code,False,1,2,2024-05-14T03:37:10Z,280,2024-05-14T03:37:10Z,,,,,
https://github.com/gpac/gpac/issues/1567,https://github.com/gpac/gpac/issues/1567,A heap-buffer-overflow in box_code_adobe.c:155,2020-08-07T04:38:51Z,closed,Fixed,1,C,False,True,False,commit,093283e727f396130651280609e687cd4778e0d1,1,core/production code,True,1,2,2020-09-01T15:06:33Z,3150,2020-09-01T15:06:33Z,,,,,
https://github.com/libxsmm/libxsmm/issues/401,https://github.com/libxsmm/libxsmm/issues/401,Attempting to free non-malloced address,2020-08-02T13:54:29Z,closed,Fixed,1,C,False,True,False,commit,d6984918886d4bd6be241ff3e6af799f4aba3375,6,core/production code,True,2,2,2020-08-07T14:29:06Z,1296,2020-08-04T15:34:02Z,,,,,
https://savannah.nongnu.org/patch/?10336,https://savannah.nongnu.org/patch/?10336,mdns: Add null check for pbuf_skip,2023-04-14T21:24:23Z,closed,Fixed,1,C,False,,,,,,,,,,,,,,,,,
https://github.com/andoma/vmir/issues/22,https://github.com/andoma/vmir/issues/22,Null Pointer Deref in wasm_parse_block,2024-03-06T22:55:36Z,open,Still Open,1,C,True,True,,,,,core/production code,True,0,1,,1246,,,,,,
https://github.com/RIOT-OS/RIOT/issues/19748,https://github.com/RIOT-OS/RIOT/issues/19748,A stack address is assigned to a non-local variable,2023-06-21T17:53:44Z,closed,Cannot Reproduce,1,C,False,False,False,,,0,core/production code,False,1,2,2023-06-21T19:22:20Z,482,2023-06-21T19:22:20Z,,,,,
https://github.com/scikit-learn/scikit-learn/issues/29463,https://github.com/scikit-learn/scikit-learn/issues/29463,DOC: Add missing solver in the doc of `LogisticRegressionCV`,2024-07-11T05:36:35Z,closed,Invalid,1,Python,False,False,False,discussion,,0,documentation,False,4,4,2024-07-18T14:58:36Z,699,2024-07-11T08:16:24Z,,,,,
https://github.com/ARMmbed/mbed-os/pull/15496,https://github.com/ARMmbed/mbed-os/pull/15496,ESP8266: Fix accessing uninitialized variable,2024-03-08T01:38:03Z,closed,Fixed,1,C++,False,False,False,pr,7e16b0044e9e44778f04897343cdc1f631b84d29,1,core/production code,False,4,,2024-05-03T17:07:02Z,,,c7ea9c1550a385a68b498dea72dde5a050b2be94,1,True,1,1
https://sourceforge.net/p/jocr/bugs/39/,https://sourceforge.net/p/jocr/bugs/39/,#39 A stack-buffer-underflow in pgm2asc.c:1689:24,2020-08-03T00:00:00Z,open,Still Open,1,C,False,,,,,,,,,,,,,,,,,
https://github.com/TencentCloud/tencentcloud-iot-sdk-embedded-c/pull/43,https://github.com/TencentCloud/tencentcloud-iot-sdk-embedded-c/pull/43,fix: check return values of HAL_Malloc() for null,2023-06-05T22:17:57Z,open,Still Open,2,C,False,False,,,,,core/production code,False,0,,,,,f3eb3573c8fb349c0f9e884b8867c0f40cd1aef9,1,True,0,0
https://github.com/FRRouting/frr/issues/18568,https://github.com/FRRouting/frr/issues/18568,"babeld: Non-Urgent, Non-Deadline TLVs May Not Be Flushed Periodically as Expected",2025-04-03T03:38:17Z,closed,Inactive,1,C,False,False,False,,,0,core/production code,False,2,1,2025-10-08T02:09:06Z,310,2025-10-01T02:09:03Z,,,,,
https://github.com/moonlight-stream/moonlight-embedded/pull/869,https://github.com/moonlight-stream/moonlight-embedded/pull/869,Remove useless argument,2023-05-15T20:52:40Z,open,Still Open,1,C,False,False,,,,,core/production code,False,0,,,,,9c0a2f5edee7b0b4055093dfaa13fdf0b8037b32,1,True,0,0
https://github.com/MonetDB/MonetDB/issues/7586,https://github.com/MonetDB/MonetDB/issues/7586,"Issue with Select Statement: Expected Specific Result, but Database Returns 'Unknown Identifier f1' Error",2024-10-19T13:51:55Z,closed,Invalid,1,C,False,True,False,discussion,,0,others,False,1,3,2024-10-22T11:24:28Z,848,2024-10-22T11:24:28Z,,,,,
https://github.com/axiomatic-systems/Bento4/issues/545,https://github.com/axiomatic-systems/Bento4/issues/545,A global-buffer-overflow in Ap4ByteStream.cpp:783:5,2020-08-22T01:47:18Z,closed,Fixed,1,C++,False,True,False,commit,1954c9e2fd2d583c6cf33a3b75d3ef10dbad359f,1,core/production code,True,1,2,2022-05-01T20:31:46Z,5048,2022-03-21T20:53:11Z,,,,,
https://github.com/RIOT-OS/RIOT/pull/19757,https://github.com/RIOT-OS/RIOT/pull/19757,core: fix null pointer dereference,2023-06-22T19:26:30Z,closed,Fixed,2,C,False,False,False,pr,3fad959eb6750671e484ac4ba25a247676d6d43c,1,core/production code,True,4,,2023-07-06T00:22:54Z,,,3fad959eb6750671e484ac4ba25a247676d6d43c,1,True,2,1
https://github.com/axiomatic-systems/Bento4/issues/539,https://github.com/axiomatic-systems/Bento4/issues/539,Segmentation fault in AP4_Descriptor::GetTag(),2020-07-31T13:47:48Z,open,Still Open,1,C++,False,True,,,,,core/production code,True,0,1,,2577,,,,,,
https://github.com/LibVNC/libvncserver/pull/579,https://github.com/LibVNC/libvncserver/pull/579,Fix integer overflow in calculating allocation size,2023-05-19T21:43:48Z,closed,Fixed,6,C,False,False,False,pr,3ea549b672abcf8556cff11c392b0122c012805b,3,core/production code; test code,False,0,,2023-05-25T19:57:57Z,,,afbe6d57680bb3203ac712826fa0304bb6246e29,1,True,0,0
https://github.com/yumeng5/Spherical-Text-Embedding/pull/15,https://github.com/yumeng5/Spherical-Text-Embedding/pull/15,fix: check fscanf return values,2023-06-20T21:32:42Z,open,Still Open,1,C,False,False,,,,,core/production code,False,1,,,,,a68f829bbf82050cf3a07c2bdcf1097277fc0c8c,2,True,0,0
https://bugs.mysql.com/bug.php?id=114916,https://bugs.mysql.com/bug.php?id=114916,MySQL Bugs: #114916: Hang in mysql NDB cluster,2024-05-08T01:28:00Z,duplicate,Duplicate,1,C++,False,,,,,,,,,,,,,,,,,
https://github.com/apache/mynewt-nimble/pull/1556,https://github.com/apache/mynewt-nimble/pull/1556,porting/examples: Fix implicit function declaration,2023-07-19T01:57:15Z,closed,Fixed,2,C,False,False,False,pr,28649933ad4f885754313f59dcf75a4a26febd2a,2,core/production code,False,0,,2023-07-19T11:53:56Z,,,f22f7e1c5d7cae664b59cda903bebd511a64b739,1,True,1,1
https://github.com/andoma/vmir/issues/20,https://github.com/andoma/vmir/issues/20,Evil Memory Adress Read in export_function,2024-03-06T22:49:20Z,open,Still Open,1,C,True,True,,,,,core/production code,True,0,1,,1268,,,,,,
https://github.com/RodrigoDornelles/3bc-lang/pull/405,https://github.com/RodrigoDornelles/3bc-lang/pull/405,fix: remove 'const' modifier on return types,2023-05-30T02:24:07Z,closed,Invalid,2,C,False,False,False,pr,da7daaa69d83f8a7c90ad9e7d6bebab68d929846,2,core/production code,False,1,,2023-05-30T12:28:55Z,,,da7daaa69d83f8a7c90ad9e7d6bebab68d929846,1,True,0,0
https://github.com/libyal/libnsfdb/issues/3,https://github.com/libyal/libnsfdb/issues/3,A heap-buffer-overflow in libnsfdb_io_handle.c:3461:6,2020-08-04T14:13:36Z,closed,Invalid,1,C,False,True,False,discussion,,0,core/production code,True,5,2,2020-08-04T14:35:10Z,3416,2020-08-04T14:22:24Z,,,,,
https://github.com/lvgl/lvgl/pull/4155,https://github.com/lvgl/lvgl/pull/4155,fix: fix null pointer dereference,2023-04-21T20:47:33Z,closed,Fixed,2,C,False,True,False,pr,fd47967453f8bc23efa416c9bb10137e6929cdaa,2,core/production code,False,2,,2023-04-24T11:10:25Z,,,5bddcc7cd507f888c233ee19aafb249e3beacae0,1,True,0,0
https://github.com/dankamongmen/libnotcurses-sys/issues/34,https://github.com/dankamongmen/libnotcurses-sys/issues/34,Unsoundly mark unsafe function as safe,2024-07-07T10:11:09Z,closed,Fixed,1,Rust,False,False,False,commit,b1b1c65c428892c8891bcd12689d9e8e3af33ab9,1,core/production code,False,1,2,2024-10-01T11:14:53Z,466,2024-10-01T11:15:38Z,,,,,
https://github.com/LibreDWG/libredwg/issues/251,https://github.com/LibreDWG/libredwg/issues/251,A Segmentation fault error in check_POLYLINE_handles at decode.c:5110,2020-07-31T08:53:01Z,closed,Fixed,1,C,False,True,False,commit,8ebc76a03390197745a94b4e2d374aee636b84a7,1,core/production code,True,0,2,2020-08-01T09:34:28Z,2349,,,,,,
https://github.com/pytorch/pytorch/issues/136256,https://github.com/pytorch/pytorch/issues/136256,TorchScript raises an OSError when using frozen dataclass,2024-09-18T07:33:51Z,open,Still Open,1,Python,False,True,,,,,core/production code,True,1,2,,3762,2024-09-18T16:48:23Z,,,,,
https://code.videolan.org/videolan/libplacebo/-/issues/326,https://code.videolan.org/videolan/libplacebo/-/issues/326,Issues in the fuzzing testcacses,2024-07-24T23:37:58Z,closed,Fixed,1,C,False,,False,commit,b8ea4dac2b03d06aac3d358866f2529f0d3315fc,1,test code,False,,,,,,,,,,
